"country","customer_id","invoice_number","invoice_generated_date","invoice_due_date","invoice_amount","invoice_settled_date","days_to_settle","days_late","invoice_status","invoice_dispute_resolution"
United States,"9149-MATVB",874394980,2021-03-14,2021-04-13,2392,2021-04-16,33,3,Accepted,In favor of Yellevate
Russia,"6627-ELFBK",876573329,2021-03-27,2021-04-26,7139,2021-05-04,38,8,Disputed,In favor of Yellevate
China,"5529-TBPGK",881665013,2020-12-25,2021-01-24,3797,2021-02-11,48,18,Disputed,In favor of Yellevate
France,"5284-DJOZO",4908628098,2020-03-24,2020-04-23,8967,2020-04-19,26,0,Disputed,In favor of Yellevate
France,"7245-CKNCN",883694015,2021-09-14,2021-10-14,9277,2021-09-26,12,0,Accepted,In favor of Yellevate
United States,"3831-FXWYK",884183285,2021-09-27,2021-10-27,5305,2021-10-23,26,0,Accepted,In favor of Yellevate
Russia,"8364-UWVLM",886237244,2020-06-30,2020-07-30,7484,2020-08-05,36,6,Disputed,In favor of Yellevate
France,"9725-EZTEJ",2368072192,2020-03-29,2020-04-28,9271,2020-04-22,24,0,Disputed,In favor of Yellevate
Spain,"6391-GBFQJ",893037091,2020-02-09,2020-03-10,643,2020-02-25,16,0,Accepted,In favor of Yellevate
France,"3448-OWJOT",8164224319,2020-04-01,2020-05-01,7278,2020-05-11,40,10,Disputed,In favor of Yellevate
United States,"6831-FIODB",893954880,2021-05-22,2021-06-21,5192,2021-06-16,25,0,Accepted,In favor of Yellevate
United States,"0465-DTULQ",902573987,2021-03-01,2021-03-31,6835,2021-03-31,30,0,Accepted,In favor of Yellevate
France,"6833-ETVHD",903308758,2020-04-23,2020-05-23,7387,2020-05-16,23,0,Accepted,In favor of Yellevate
United States,"2447-JCFGW",905360282,2021-01-24,2021-02-23,7328,2021-02-13,20,0,Accepted,In favor of Yellevate
China,"5529-TBPGK",907309591,2020-05-29,2020-06-28,6478,2020-06-29,31,1,Accepted,In favor of Yellevate
Russia,"5924-UOPGH",910054452,2020-04-13,2020-05-13,8443,2020-05-01,18,0,Accepted,In favor of Yellevate
China,"3569-VJWXS",910348225,2020-08-18,2020-09-17,10296,2020-09-15,28,0,Accepted,In favor of Yellevate
Russia,"9181-HEKGV",910856055,2021-08-21,2021-09-20,7255,2021-10-09,49,19,Disputed,In favor of Yellevate
France,"8976-AMJEO",915133709,2020-11-11,2020-12-11,5980,2020-12-07,26,0,Accepted,In favor of Yellevate
China,"1080-NDGAE",915652542,2020-01-05,2020-02-04,7829,2020-02-13,39,9,Disputed,In favor of Yellevate
United States,"6077-FDQRK",921537795,2020-12-30,2021-01-29,4984,2021-01-16,17,0,Accepted,In favor of Yellevate
China,"7841-HROAQ",929902016,2021-05-18,2021-06-17,6430,2021-06-14,27,0,Accepted,In favor of Yellevate
France,"7938-EVASK",934328892,2020-07-05,2020-08-04,5967,2020-08-08,34,4,Accepted,In favor of Yellevate
Spain,"0688-XNJRO",936925570,2020-12-10,2021-01-09,3098,2021-01-17,38,8,Accepted,In favor of Yellevate
Russia,"7946-HJDUR",938015647,2021-04-22,2021-05-22,4903,2021-05-15,23,0,Accepted,In favor of Yellevate
France,"7245-CKNCN",939622166,2020-09-10,2020-10-10,8536,2020-09-29,19,0,Accepted,In favor of Yellevate
France,"4640-FGEJI",940363147,2020-11-02,2020-12-02,9934,2020-12-05,33,3,Accepted,In favor of Yellevate
China,"0379-NEVHP",951035745,2021-06-05,2021-07-05,5704,2021-06-19,14,0,Accepted,In favor of Yellevate
France,"9725-EZTEJ",3480348952,2020-04-11,2020-05-11,4003,2020-05-08,27,0,Disputed,In favor of Customer
United States,"4460-ZXNDN",959092964,2021-01-15,2021-02-14,7205,2021-03-10,54,24,Disputed,In favor of Yellevate
France,"7938-EVASK",975332365,2021-07-17,2021-08-16,7210,2021-08-14,28,0,Accepted,In favor of Yellevate
United States,"0706-NRGUP",979439975,2020-11-24,2020-12-24,3962,2021-01-10,47,17,Accepted,In favor of Yellevate
Spain,"0688-XNJRO",981596189,2020-06-07,2020-07-07,4579,2020-07-28,51,21,Accepted,In favor of Yellevate
Russia,"9181-HEKGV",986187012,2020-01-27,2020-02-26,8692,2020-03-08,41,11,Disputed,In favor of Yellevate
China,"5920-DPXLN",990527729,2020-11-04,2020-12-04,5873,2020-12-09,35,5,Accepted,In favor of Yellevate
United States,"3831-FXWYK",1006151066,2020-11-24,2020-12-24,8366,2021-01-03,40,10,Accepted,In favor of Yellevate
Spain,"9883-SDWFS",1006769217,2020-09-14,2020-10-14,3386,2020-10-19,35,5,Accepted,In favor of Yellevate
Spain,"1408-OQZUE",1012251297,2020-02-21,2020-03-22,2605,2020-04-21,60,30,Disputed,In favor of Yellevate
China,"6160-HCSFI",1014106295,2020-06-14,2020-07-14,6557,2020-07-02,18,0,Accepted,In favor of Yellevate
France,"7245-CKNCN",1020758229,2021-06-06,2021-07-06,6719,2021-06-20,14,0,Accepted,In favor of Yellevate
Russia,"3568-JJMFW",1026638537,2021-07-27,2021-08-26,7086,2021-08-23,27,0,Disputed,In favor of Yellevate
China,"5196-TWQXF",1027852268,2021-09-16,2021-10-16,3722,2021-10-06,20,0,Accepted,In favor of Yellevate
France,"9117-LYRCE",1035721042,2020-11-11,2020-12-11,1113,2020-12-17,36,6,Accepted,In favor of Yellevate
China,"5529-TBPGK",1043332774,2020-07-07,2020-08-06,7909,2020-08-06,30,0,Accepted,In favor of Yellevate
Spain,"1168-BEASA",1047899565,2021-04-14,2021-05-14,5700,2021-05-04,20,0,Accepted,In favor of Yellevate
United States,"7228-LEPPM",1048700348,2021-04-12,2021-05-12,5267,2021-05-19,37,7,Accepted,In favor of Yellevate
Russia,"5148-SYKLB",1054254710,2021-11-21,2021-12-21,7554,2021-12-23,32,2,Disputed,In favor of Yellevate
France,"0783-PEPYR",1056254354,2021-11-06,2021-12-06,7178,2021-12-06,30,0,Disputed,In favor of Yellevate
Spain,"7372-CESLR",1057997164,2020-02-17,2020-03-18,2080,2020-03-08,20,0,Accepted,In favor of Yellevate
Spain,"9250-VHLWY",1061077534,2021-10-03,2021-11-02,5385,2021-10-22,19,0,Accepted,In favor of Yellevate
China,"7841-HROAQ",1064822506,2021-02-10,2021-03-12,9189,2021-03-07,25,0,Accepted,In favor of Yellevate
United States,"9149-MATVB",1066047916,2020-08-15,2020-09-14,4802,2020-09-19,35,5,Accepted,In favor of Yellevate
United States,"9323-NDIOV",1069788528,2020-10-19,2020-11-18,2023,2020-11-18,30,0,Accepted,In favor of Yellevate
France,"9725-EZTEJ",5759152857,2020-04-22,2020-05-22,7232,2020-06-05,44,14,Disputed,In favor of Yellevate
United States,"7260-ZHAKS",1072551347,2020-08-30,2020-09-29,6064,2020-09-21,22,0,Accepted,In favor of Yellevate
Spain,"9883-SDWFS",1078203507,2021-02-03,2021-03-05,4196,2021-03-17,42,12,Disputed,In favor of Yellevate
China,"9212-BTDMX",1087780845,2021-04-08,2021-05-08,6481,2021-04-25,17,0,Accepted,In favor of Yellevate
China,"6632-CGYHU",1089324685,2021-03-29,2021-04-28,8533,2021-04-07,9,0,Accepted,In favor of Yellevate
Russia,"9181-HEKGV",1099187495,2021-05-20,2021-06-19,7518,2021-06-21,32,2,Accepted,In favor of Yellevate
France,"3448-OWJOT",6607624258,2020-04-23,2020-05-23,5631,2020-06-21,59,29,Disputed,In favor of Yellevate
France,"0783-PEPYR",5446180510,2020-04-29,2020-05-29,5055,2020-06-11,43,13,Disputed,In favor of Yellevate
Spain,"9883-SDWFS",1120525583,2021-09-10,2021-10-10,4673,2021-10-10,30,0,Accepted,In favor of Yellevate
United States,"7856-ODQFO",1123460834,2020-11-04,2020-12-04,3040,2020-11-24,20,0,Accepted,In favor of Yellevate
China,"2125-HJDLA",1124489539,2020-12-07,2021-01-06,4229,2020-12-31,24,0,Accepted,In favor of Yellevate
Russia,"5613-UHVMG",1125640611,2021-04-24,2021-05-24,7411,2021-06-02,39,9,Disputed,In favor of Customer
Russia,"3271-HYHDN",1130346124,2020-05-03,2020-06-02,2753,2020-05-08,5,0,Accepted,In favor of Yellevate
France,"4640-FGEJI",1133671020,2021-06-30,2021-07-30,9775,2021-07-19,19,0,Accepted,In favor of Yellevate
Spain,"6177-VTITE",1134404593,2020-06-25,2020-07-25,7135,2020-07-15,20,0,Accepted,In favor of Yellevate
Russia,"5875-VZQCZ",1138691181,2021-05-27,2021-06-26,5599,2021-06-25,29,0,Accepted,In favor of Yellevate
China,"3569-VJWXS",1148330280,2020-01-27,2020-02-26,5871,2020-02-29,33,3,Disputed,In favor of Yellevate
China,"5196-TWQXF",1157522817,2020-12-04,2021-01-03,6173,2020-12-27,23,0,Accepted,In favor of Yellevate
Spain,"8690-EEBEO",1158168123,2020-06-15,2020-07-15,5135,2020-07-27,42,12,Accepted,In favor of Yellevate
Spain,"9286-VLKMI",1166745208,2021-11-27,2021-12-27,7475,2021-12-07,10,0,Disputed,In favor of Yellevate
Russia,"3271-HYHDN",1175501399,2020-05-07,2020-06-06,6055,2020-05-15,8,0,Accepted,In favor of Yellevate
China,"6160-HCSFI",1181151524,2020-08-22,2020-09-21,6184,2020-09-08,17,0,Accepted,In favor of Yellevate
Russia,"5924-UOPGH",1184394683,2020-09-15,2020-10-15,9674,2020-10-29,44,14,Disputed,In favor of Yellevate
Russia,"5613-UHVMG",1185375111,2021-09-28,2021-10-28,6708,2021-11-08,41,11,Disputed,In favor of Yellevate
United States,"6077-FDQRK",1187373900,2020-04-06,2020-05-06,8240,2020-04-30,24,0,Accepted,In favor of Yellevate
China,"3569-VJWXS",1190360256,2020-08-07,2020-09-06,9218,2020-09-11,35,5,Disputed,In favor of Yellevate
China,"2423-QOKIO",1199977661,2020-08-06,2020-09-05,4786,2020-09-17,42,12,Accepted,In favor of Yellevate
Russia,"7946-HJDUR",1204820381,2020-08-08,2020-09-07,5832,2020-09-12,35,5,Accepted,In favor of Yellevate
United States,"9149-MATVB",1207140333,2021-01-26,2021-02-25,2573,2021-02-24,29,0,Accepted,In favor of Yellevate
France,"7600-OISKG",889501782,2020-04-30,2020-05-30,9706,2020-05-30,30,0,Disputed,In favor of Customer
Russia,"7946-HJDUR",1221306589,2020-07-03,2020-08-02,7905,2020-07-26,23,0,Accepted,In favor of Yellevate
United States,"0465-DTULQ",1223908099,2020-05-27,2020-06-26,4309,2020-06-20,24,0,Accepted,In favor of Yellevate
United States,"9323-NDIOV",1228800351,2020-01-14,2020-02-13,4748,2020-02-29,46,16,Accepted,In favor of Yellevate
United States,"0625-TNJFG",1234438336,2020-03-06,2020-04-05,4189,2020-03-28,22,0,Accepted,In favor of Yellevate
Spain,"1168-BEASA",1241888754,2021-05-01,2021-05-31,4996,2021-06-15,45,15,Disputed,In favor of Yellevate
France,"5573-KSOIA",1250631704,2021-03-31,2021-04-30,5712,2021-05-02,32,2,Accepted,In favor of Yellevate
France,"6833-ETVHD",1254790458,2020-11-12,2020-12-12,7288,2020-11-25,13,0,Accepted,In favor of Yellevate
Spain,"3676-CQAIF",1256452795,2020-05-17,2020-06-16,4129,2020-06-26,40,10,Accepted,In favor of Yellevate
France,"9322-YCTQO",1264381785,2021-04-29,2021-05-29,5450,2021-05-24,25,0,Accepted,In favor of Yellevate
Russia,"2824-HJQPP",1266309366,2020-10-26,2020-11-25,4605,2020-11-17,22,0,Accepted,In favor of Yellevate
United States,"9149-MATVB",1267973660,2020-10-10,2020-11-09,4531,2020-11-09,30,0,Accepted,In favor of Yellevate
China,"2423-QOKIO",1280597932,2020-02-26,2020-03-27,5642,2020-03-18,21,0,Accepted,In favor of Yellevate
Russia,"7946-HJDUR",1281236095,2021-06-21,2021-07-21,5840,2021-07-21,30,0,Accepted,In favor of Yellevate
France,"9322-YCTQO",1281718631,2021-07-12,2021-08-11,9235,2021-08-12,31,1,Accepted,In favor of Yellevate
China,"3569-VJWXS",1282903123,2020-12-25,2021-01-24,5932,2021-01-16,22,0,Accepted,In favor of Yellevate
France,"9758-AIEIK",1841814103,2020-05-01,2020-05-31,5625,2020-06-08,38,8,Disputed,In favor of Yellevate
France,"9725-EZTEJ",555108669,2020-05-02,2020-06-01,11678,2020-05-23,21,0,Disputed,In favor of Yellevate
Spain,"9460-VAZGD",1300298448,2020-09-16,2020-10-16,5821,2020-10-05,19,0,Accepted,In favor of Yellevate
Russia,"5875-VZQCZ",1308410672,2021-09-13,2021-10-13,7603,2021-09-25,12,0,Accepted,In favor of Yellevate
United States,"3993-QUNVJ",1310667812,2020-03-18,2020-04-17,6093,2020-04-02,15,0,Accepted,In favor of Yellevate
Russia,"3271-HYHDN",1311607288,2020-10-13,2020-11-12,5841,2020-10-18,5,0,Accepted,In favor of Yellevate
Russia,"9181-HEKGV",1314367195,2020-06-21,2020-07-21,9000,2020-07-12,21,0,Accepted,In favor of Yellevate
Russia,"7946-HJDUR",1316332735,2020-10-21,2020-11-20,4184,2020-11-16,26,0,Accepted,In favor of Yellevate
United States,"3993-QUNVJ",1317885189,2021-10-30,2021-11-29,6154,2021-11-10,11,0,Accepted,In favor of Yellevate
Spain,"0688-XNJRO",1318038002,2020-09-03,2020-10-03,2851,2020-10-13,40,10,Accepted,In favor of Yellevate
Spain,"3676-CQAIF",1319645642,2021-11-26,2021-12-26,5238,2021-12-31,35,5,Accepted,In favor of Yellevate
Russia,"8102-ABPKQ",1321318878,2021-02-20,2021-03-22,5311,2021-03-27,35,5,Accepted,In favor of Yellevate
China,"6708-DPYTF",1321403149,2020-02-01,2020-03-02,8031,2020-03-14,42,12,Accepted,In favor of Yellevate
China,"0709-LZRJV",1323201810,2021-07-27,2021-08-26,5868,2021-08-15,19,0,Accepted,In favor of Yellevate
France,"4651-PMEXQ",1327547312,2021-02-02,2021-03-04,8050,2021-02-17,15,0,Accepted,In favor of Yellevate
Russia,"8364-UWVLM",1336288577,2020-10-19,2020-11-18,7511,2020-11-10,22,0,Accepted,In favor of Yellevate
United States,"0465-DTULQ",1342171511,2021-04-23,2021-05-23,2700,2021-05-19,26,0,Accepted,In favor of Yellevate
United States,"7050-KQLDO",1342472678,2020-09-04,2020-10-04,7680,2020-10-07,33,3,Accepted,In favor of Yellevate
France,"6048-QPZCF",1349854883,2021-11-06,2021-12-06,7883,2021-11-07,1,0,Accepted,In favor of Yellevate
China,"5529-TBPGK",1358969544,2020-10-29,2020-11-28,5313,2020-12-02,34,4,Accepted,In favor of Yellevate
China,"3598-DNURW",1366357246,2020-09-12,2020-10-12,5644,2020-09-28,16,0,Accepted,In favor of Yellevate
China,"0379-NEVHP",1369975903,2021-01-05,2021-02-04,6111,2021-01-26,21,0,Accepted,In favor of Yellevate
China,"2676-DZINU",1376441638,2020-09-30,2020-10-30,8125,2020-10-22,22,0,Accepted,In favor of Yellevate
France,"3448-OWJOT",2268924543,2020-05-02,2020-06-01,6612,2020-06-13,42,12,Disputed,In favor of Yellevate
China,"7209-MDWKR",1384963125,2021-11-14,2021-12-14,8014,2021-12-07,23,0,Accepted,In favor of Yellevate
Spain,"9460-VAZGD",1387296868,2021-06-29,2021-07-29,7217,2021-07-18,19,0,Accepted,In favor of Yellevate
France,"5284-DJOZO",1388703117,2021-10-19,2021-11-18,7219,2021-10-26,7,0,Disputed,In favor of Yellevate
China,"1080-NDGAE",1388916055,2021-10-22,2021-11-21,9419,2021-11-13,22,0,Disputed,In favor of Yellevate
Spain,"1408-OQZUE",1390614217,2020-12-25,2021-01-24,2807,2021-01-23,29,0,Accepted,In favor of Yellevate
China,"2820-XGXSB",1391494244,2021-06-16,2021-07-16,5152,2021-06-25,9,0,Accepted,In favor of Yellevate
China,"7841-HROAQ",1393928750,2021-11-11,2021-12-11,7262,2021-11-20,9,0,Accepted,In favor of Yellevate
United States,"9149-MATVB",1401167342,2020-10-24,2020-11-23,2247,2020-11-21,28,0,Accepted,In favor of Yellevate
Russia,"7695-NKUXM",1401765899,2020-03-21,2020-04-20,4068,2020-04-11,21,0,Disputed,In favor of Yellevate
Russia,"5924-UOPGH",1402103956,2020-11-28,2020-12-28,6376,2020-12-24,26,0,Accepted,In favor of Yellevate
United States,"7228-LEPPM",1416192974,2020-07-30,2020-08-29,6186,2020-08-28,29,0,Accepted,In favor of Yellevate
France,"5164-VMYWJ",1419983453,2020-10-18,2020-11-17,7042,2020-11-03,16,0,Accepted,In favor of Yellevate
China,"9212-BTDMX",1422140909,2020-12-08,2021-01-07,5399,2020-12-27,19,0,Accepted,In favor of Yellevate
China,"9212-BTDMX",1426850927,2021-11-13,2021-12-13,4520,2021-11-30,17,0,Accepted,In favor of Yellevate
United States,"0625-TNJFG",1436243551,2020-06-19,2020-07-19,4808,2020-07-05,16,0,Accepted,In favor of Yellevate
Spain,"0688-XNJRO",1436424010,2021-11-24,2021-12-24,2519,2022-01-08,45,15,Accepted,In favor of Yellevate
China,"5920-DPXLN",1441773397,2020-10-23,2020-11-22,6911,2020-11-09,17,0,Accepted,In favor of Yellevate
United States,"2687-XWAMA",1452931813,2021-07-28,2021-08-27,4913,2021-08-02,5,0,Accepted,In favor of Yellevate
Russia,"8102-ABPKQ",1454620628,2020-03-15,2020-04-14,6688,2020-05-05,51,21,Disputed,In favor of Yellevate
China,"6708-DPYTF",1459820060,2020-08-04,2020-09-03,4629,2020-09-04,31,1,Accepted,In favor of Yellevate
France,"8389-TCXFQ",6736160445,2020-05-07,2020-06-06,3053,2020-06-19,43,13,Disputed,In favor of Yellevate
Russia,"3271-HYHDN",1470244634,2020-09-18,2020-10-18,2433,2020-09-21,3,0,Accepted,In favor of Yellevate
China,"6708-DPYTF",1474447710,2021-11-07,2021-12-07,6692,2021-12-15,38,8,Accepted,In favor of Yellevate
China,"9014-WENVB",1482642317,2021-03-14,2021-04-13,7825,2021-04-27,44,14,Accepted,In favor of Yellevate
Spain,"9883-SDWFS",1491017498,2020-05-09,2020-06-08,1923,2020-06-02,24,0,Accepted,In favor of Yellevate
France,"9117-LYRCE",1491859500,2021-05-28,2021-06-27,6772,2021-06-24,27,0,Accepted,In favor of Yellevate
Russia,"8364-UWVLM",1509944878,2021-02-16,2021-03-18,5351,2021-03-07,19,0,Accepted,In favor of Yellevate
Russia,"5875-VZQCZ",1519561145,2020-09-26,2020-10-26,5657,2020-10-27,31,1,Accepted,In favor of Yellevate
China,"2820-XGXSB",1528493654,2020-10-29,2020-11-28,7185,2020-11-02,4,0,Accepted,In favor of Yellevate
China,"7329-TWKLF",1528599184,2021-06-30,2021-07-30,8535,2021-07-21,21,0,Accepted,In favor of Yellevate
France,"9725-EZTEJ",7949028171,2020-05-15,2020-06-14,7627,2020-06-17,33,3,Disputed,In favor of Customer
China,"3569-VJWXS",1536168471,2020-12-19,2021-01-18,6348,2021-01-13,25,0,Accepted,In favor of Yellevate
United States,"4460-ZXNDN",1539382510,2020-10-09,2020-11-08,7679,2020-12-01,53,23,Disputed,In favor of Yellevate
Spain,"3271-YDPUJ",1539465403,2020-02-16,2020-03-17,2822,2020-03-14,27,0,Accepted,In favor of Yellevate
China,"6160-HCSFI",1544728256,2020-12-27,2021-01-26,7226,2021-01-13,17,0,Accepted,In favor of Yellevate
France,"4640-FGEJI",1544966050,2021-04-13,2021-05-13,7555,2021-04-22,9,0,Accepted,In favor of Yellevate
China,"9841-XLGBV",1553284771,2021-11-04,2021-12-04,6596,2021-11-26,22,0,Accepted,In favor of Yellevate
China,"1080-NDGAE",1556974311,2021-02-20,2021-03-22,10794,2021-03-21,29,0,Disputed,In favor of Yellevate
Russia,"8102-ABPKQ",1562504690,2020-03-04,2020-04-03,8315,2020-04-20,47,17,Disputed,In favor of Yellevate
Spain,"6296-UKEUZ",1564854223,2020-08-13,2020-09-12,3190,2020-08-16,3,0,Accepted,In favor of Yellevate
Spain,"7372-CESLR",1569984119,2020-12-04,2021-01-03,2878,2020-12-27,23,0,Accepted,In favor of Yellevate
Russia,"3271-HYHDN",1575926929,2020-11-19,2020-12-19,6152,2020-11-25,6,0,Accepted,In favor of Yellevate
United States,"5592-UQXSS",1577746988,2020-07-27,2020-08-26,5714,2020-09-07,42,12,Disputed,In favor of Yellevate
France,"4640-FGEJI",1581104767,2021-01-01,2021-01-31,8027,2021-01-16,15,0,Accepted,In favor of Yellevate
Russia,"5148-SYKLB",1582683121,2020-04-19,2020-05-19,9399,2020-05-18,29,0,Disputed,In favor of Yellevate
Spain,"9286-VLKMI",1586922908,2021-10-02,2021-11-01,6848,2021-10-03,1,0,Accepted,In favor of Yellevate
United States,"3831-FXWYK",1587873226,2021-07-23,2021-08-22,6555,2021-08-28,36,6,Accepted,In favor of Yellevate
United States,"9149-MATVB",1591349086,2021-07-13,2021-08-12,5113,2021-08-07,25,0,Accepted,In favor of Yellevate
China,"9174-IYKOC",1592682714,2021-09-10,2021-10-10,6358,2021-09-29,19,0,Accepted,In favor of Yellevate
Russia,"5924-UOPGH",1595456378,2020-07-27,2020-08-26,5928,2020-08-11,15,0,Accepted,In favor of Yellevate
China,"0379-NEVHP",1604888971,2021-05-17,2021-06-16,7857,2021-06-12,26,0,Disputed,In favor of Customer
China,"5196-TWQXF",1613828298,2020-08-12,2020-09-11,4975,2020-08-28,16,0,Accepted,In favor of Yellevate
Russia,"5875-VZQCZ",1621429066,2020-10-26,2020-11-25,8755,2020-11-25,30,0,Disputed,In favor of Yellevate
Spain,"8942-ERSWK",1621957925,2021-04-15,2021-05-15,2201,2021-04-25,10,0,Accepted,In favor of Yellevate
France,"4651-PMEXQ",1631213514,2020-10-24,2020-11-23,7771,2020-11-17,24,0,Accepted,In favor of Yellevate
China,"9841-XLGBV",1633220775,2020-01-09,2020-02-08,4199,2020-02-06,28,0,Accepted,In favor of Yellevate
Spain,"1408-OQZUE",1652571996,2021-10-14,2021-11-13,5423,2021-11-11,28,0,Accepted,In favor of Yellevate
France,"5573-KSOIA",1653597509,2020-07-16,2020-08-15,10063,2020-08-19,34,4,Accepted,In favor of Yellevate
United States,"5592-UQXSS",1653708883,2021-11-26,2021-12-26,4404,2021-12-21,25,0,Accepted,In favor of Yellevate
United States,"7228-LEPPM",1657046645,2020-01-29,2020-02-28,2763,2020-03-21,52,22,Accepted,In favor of Yellevate
Spain,"1408-OQZUE",1660153943,2020-02-21,2020-03-22,4508,2020-03-28,36,6,Accepted,In favor of Yellevate
China,"6160-HCSFI",1661281311,2020-03-13,2020-04-12,7621,2020-04-09,27,0,Accepted,In favor of Yellevate
China,"7841-HROAQ",1666441527,2020-12-15,2021-01-14,5427,2021-01-28,44,14,Disputed,In favor of Yellevate
United States,"7260-ZHAKS",1669605495,2020-03-20,2020-04-19,8298,2020-04-25,36,6,Accepted,In favor of Yellevate
France,"1447-YZKCL",1670705301,2021-01-17,2021-02-16,8836,2021-02-22,36,6,Accepted,In favor of Yellevate
China,"1080-NDGAE",1671914105,2021-07-10,2021-08-09,8349,2021-08-05,26,0,Disputed,In favor of Yellevate
Spain,"9286-VLKMI",1671932723,2021-05-20,2021-06-19,6616,2021-05-21,1,0,Accepted,In favor of Yellevate
Spain,"1408-OQZUE",1675817832,2020-05-12,2020-06-11,4742,2020-06-20,39,9,Accepted,In favor of Yellevate
China,"5196-TWQXF",1677488544,2020-07-30,2020-08-29,6228,2020-08-18,19,0,Accepted,In favor of Yellevate
United States,"2026-XLBER",1678077270,2020-04-24,2020-05-24,6093,2020-05-12,18,0,Accepted,In favor of Yellevate
China,"7329-TWKLF",1681500044,2021-06-10,2021-07-10,6367,2021-07-03,23,0,Accepted,In favor of Yellevate
France,"6048-QPZCF",1688223461,2021-05-24,2021-06-23,7242,2021-05-29,5,0,Accepted,In favor of Yellevate
China,"2820-XGXSB",1691604826,2021-11-20,2021-12-20,8241,2021-11-26,6,0,Accepted,In favor of Yellevate
